id,sentiment,text
681463392,negative,userMentionToken this delayed bag was for my friend lisa pafe. she got her bag after 3 days in costa rica. issue no updates on your system.
681463394,neutral,userMentionToken thanks!
681463396,positive,userMentionToken aww thanks aa..dfw was on gma up here this am..so i understand ..btw a.a is my airline when im able to trv..love you guys. :)
681463398,positive,userMentionToken these are some awesome photos. thanks for sharing!
681463400,positive,"userMentionToken new plane, gogo, easy power for laptop, iphone, just missing a good boat-style swivel cup holder for my dietcoke happyflier"
681463402,negative,userMentionToken how about some rampers at gate b40 dfw? waiting to be marshaled in
681463405,negative,userMentionToken you cancelled flight my flight and there s no way to rebook on the website or app? i have to wait 35 minutes on hold? fail cc userMentionToken
681463408,neutral,userMentionToken i thought all those planes were retired? md80
681463410,positive,just got off the phone userMentionToken customer service. only 8 minutes to get my issue resoled. you guys are awesome.
681463412,positive,userMentionToken thanks for the info is there a number i can call to speak to a person? it's going to take an hour to type it out
681463414,neutral,"userMentionToken we are off to kax premium. hoping this flight is better food, tv now i know how to work it and service. tnx"
681463416,positive,userMentionToken userMentionToken sounds like a date!
681463419,negative,userMentionToken i'm frustrated by all of the userMentionToken attitude toward execplat members. thenewamerican
681463421,negative,userMentionToken another day another grievance with this airline. no customer service
681463423,negative,"userMentionToken you've misunderstood. userMentionToken would not do a same day flight change for me. the gate agent said, ""no."
681463425,neutral,userMentionToken flight 35. i'm on my way.
681463427,negative,userMentionToken car accident on my way to the airport. missed flight from rno to dca. trying to resched but your line has 2 hr wait
681463429,neutral,userMentionToken thanks so much!
681463431,positive,"userMentionToken we hope you enjoy the winterweather and brought your warm coat and gloves, maria! yup! new beanie urlToken"
681463434,negative,userMentionToken userMentionToken what weather sun is out
681463436,negative,userMentionToken so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
681463439,negative,userMentionToken any idea on what the wait time is for refunds from userMentionToken i was told a few days over the phone - but it's well past that.
681463440,positive,userMentionToken i was happy to purchase the upgrade. if only it was avail on my next flight.
681463441,negative,userMentionToken it is now going to be reported to the police due to the sexual assult sad that you didn't care
681463443,negative,userMentionToken 4th flight rebooked to is not cancelled flighted! woo-hoo. going to make it to userMentionToken
681463445,neutral,userMentionToken my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted. can you help me?
681463447,negative,userMentionToken the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour.
681463449,negative,userMentionToken i understand. but why is this the only flight of the day not going out? twice?! i'm now out of extra meds and diapers for baby.
681463451,neutral,userMentionToken i sure do. i'm running version 3.10.0
681463453,negative,userMentionToken you could train your flight attendants to have some manners and decency
681463481,positive,userMentionToken userMentionToken you 2 together are the best part of flying!
681464158,negative,userMentionToken over the last year 50% of my flights have been delayed or cancelled flightled. i'm done with you.
681464889,negative,userMentionToken fyi...call stilling getting dropped. after an hour of continuous dialing. attempted to cancelled flight online but not able to. help!!!
681465640,negative,userMentionToken how can i get you guys to respond to my tweets and dm??? really sad feeling to be ignored.
681466017,negative,userMentionToken userMentionToken what is aa going to do to fix their utterly embarrassing customer service? you won't even answer the dang phone!
681466149,negative,userMentionToken 800 number will not even let you wait for next customer rep. very frustrating. can't talk to humans.
681466554,negative,userMentionToken i want to speak to a human being! !! this is not an obscene request!
681466560,negative,userMentionToken no response to dm or email yet. customer service?
681466712,negative,userMentionToken should reconsider usairways acquisition. flight 1843 aa gold flyers insulted by attendant for hanging jacket!
681466725,positive,userMentionToken thank you . . . . .you do the same!!
681468451,negative,userMentionToken you need to work harder on the disconnect between your intention and the reality your passengers face
681469637,negative,"userMentionToken - how long does it take to get credit to my aa account? traveled in jan &amp; only one leg reported. asked for credit, no response."
681470435,positive,userMentionToken hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
681471085,negative,"userMentionToken okay, i think 1565 has waited long enough for a gate at dfw..."
681472920,negative,userMentionToken now at 57 minutes waiting on silver elite line for someone to pick up! help!
681475891,negative,userMentionToken what i have to say is more than 140 characters! plus you don't follow me
681677187,negative,userMentionToken why would i even consider continuing your point program when i received no perks or continued bad customer service? senseless
681677188,neutral,userMentionToken we've already made other arrangements ourselves.
681677189,negative,userMentionToken thanks for getting back to me. but i will find other airlines in the future.
681677190,negative,userMentionToken why would i pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?
681677191,negative,"userMentionToken stranded for 24 hours in mia, patrick casimir has been the only aa staff to apologize for the great inconvenience unreal"
681677192,negative,"userMentionToken no thanks. as i said, being denied miles that expired one week ago was the last drop for me; plan to avoid aa as possible."
681677193,negative,"userMentionToken sorry so late flight, responded to your dm."
681677194,negative,"userMentionToken believe me, i understand. flight 2955. was originally booked for sunday. flight was cancelled flighted and rescheduled for today."
681677195,negative,"userMentionToken aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit sunday. nocareforcustomers"
681677196,negative,userMentionToken mold on my flight?!? us3825 filthyplane hopeidonotgetsick urlToken
681677197,neutral,userMentionToken 767 seconds from touchdown at madrid airport in april 2013 avgeek urlToken
681677198,negative,"userMentionToken i slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. slapintheface"
681677199,neutral,"userMentionToken is the new 9:45 time confirmed or it may get cancelled flightled? traveling with kids, need to be certain. thx"
681677200,negative,userMentionToken 1hr 46 min. cost of flight change $788. was $188 2hrs ago b/f drop call. cancelled flighted flight. asked 4 refund.
681677201,negative,userMentionToken it's not just frustrating--it was paid for! how do we get a refund?
681677202,neutral,"userMentionToken dm the locator code, thanks."
681677203,positive,userMentionToken thank you!
681677204,negative,"userMentionToken i sure hope you all can fix userMentionToken good luck, their service sucks. nexttimeiwillflysouthwest"
681677205,negative,userMentionToken thanks for no fresh food on my cross country flight and for making my connection so close no time to eat. tpa-dfw-lax
681677206,neutral,"userMentionToken my flight got cancelled flightled from grk to dfw, then to lex for tomorrow and i need it rebooked."
681677207,neutral,userMentionToken do you have any sort of live chat feature? we're in the uk right now and that call would cost us alot. :(
681677208,negative,userMentionToken your planes made me miss 2 connections in 2 days. thanks for nothing
681677209,negative,userMentionToken i purchased main cabin xt for f-1571aus. flight was cancelled flightled and i was rescheduled on 1600 with regular seats. credit?
681677210,neutral,.userMentionToken just disappointed with the flight booking problems process and add l fees to sit together on a more crowded flight. not impressed so far :-/.
681677211,positive,userMentionToken thanks
681677212,negative,userMentionToken thx for responding. i cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating
681677213,neutral,userMentionToken i did
681677214,negative,.userMentionToken can you connect me to a person without having to wait 2+ hours on hold? i still haven't been able to resolve the problem.
681677215,negative,userMentionToken r u serious?? 304min delay with americanairlines aa2444 ohio - dallas missed my connecting flight urlToken
681677216,negative,"userMentionToken you are jumping the gun and cancelled flighting flights that could've made it before the snow. now, more cancelled flightlations. it's ridiculous."
681677217,neutral,userMentionToken i might look into that. my wife travels much more than i do. could we both use the membership?
681677218,positive,"userMentionToken thank you, you too!"
681677219,neutral,userMentionToken what happens when you combine top chef &amp; the beauty of san miguel de allende. my late flightst food blog. urlToken
681677220,positive,"userMentionToken great, thanks. followed."
681677221,positive,userMentionToken this is exactly why ill be flying aa from userMentionToken to dallas! only airline i trust!
681677222,negative,userMentionToken this doesn't address my issue. i am on hold for 30 min to speak with an agent.
681677223,positive,userMentionToken got another flight. thanks you
681677224,neutral,userMentionToken u r horrible.went online to cancelled flight flight-no button-4that.called cs &amp;wait time 40 mins&amp;put in my .800#called&amp;it hungupnohelp
681677225,negative,"userMentionToken submitted a case to aa customer relations two weeks ago, no word ever since! whats the point of even having cr?"
681677226,negative,"userMentionToken if by near the gate you mean sitting on the plane for almost 2 hours, then yeah."
681677227,neutral,userMentionToken i don't think you should help him at all based on his behavior. the voucher and cot seem like enough lol
681677228,negative,userMentionToken still waiting for a flight... i should get my money back
681677229,negative,userMentionToken i cancelled flighted my flight. i really don t need this much trouble.
681677230,negative,"userMentionToken userMentionToken we're sorry you were uncomfortable, andrew. what can we do for you? sma"
681677231,neutral,"userMentionToken hi, can you please ticket my award ticket? the status is ""on request"" now. thanks."
681677232,positive,userMentionToken got back eventually! was a rollercoaster. once i got to the airport &amp; got to speak to someone things got fixed very quick.
681677233,negative,userMentionToken that's 16+ extra hours of travel time. missed vacation time and now you guys are messing with my professional life.
681677234,negative,"userMentionToken checked in on app since yesterday. confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!"
681677235,neutral,userMentionToken trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price. can you help?
681677236,positive,"userMentionToken yes yes yes,so glad to be headed home!"
681677237,negative,userMentionToken don't worry. i'll be sending a letter with what i expect from you for compensation. i fly twice a week w/you guys...for now
681677238,positive,userMentionToken thanks!!
681677239,positive,userMentionToken thanks keep me updated just hope i make either of my connections to killeen tx
681677240,negative,userMentionToken i have been on hold w/customer service line for 68 minutes. this after i was on phone with an agent for 35 min b/f call droped
681677241,negative,userMentionToken i tried to book a rwrd and was told i couldnt. bought tix on usair (now aa-no choice) didn't bother to + aadv# with this svc...
681677242,neutral,userMentionToken did you know that suicide is the second leading cause of death among teens 10-24?
681677243,negative,userMentionToken narrowly made standby...lots of snags this trip!
681677244,neutral,userMentionToken userMentionToken iphone 6 64gb (not 6 plus)
681677245,negative,"userMentionToken i ordered it as i always do. but on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
681677246,positive,userMentionToken thanks so much!
681677247,neutral,"userMentionToken userMentionToken aa doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
681677248,negative,userMentionToken i need a flight out tonight. isn't there anything else?
681677249,positive,userMentionToken thank you for the confirmation.
681677250,negative,"userMentionToken spent $8 for the choppiest feed of ""whiplash"" ever. americanairlinesfail iwantmymoneyback"
681677251,neutral,userMentionToken ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement
681677252,negative,userMentionToken - please find my bag!! in singapore for three days already without my bag. last known destination lax tag: 580815 please help.
681677253,negative,userMentionToken inconvenient is such a convenient word.
681677254,negative,userMentionToken your response could have made all the difference. it could have made the situation better. no trust...get lost like my bag.
681677255,negative,"userMentionToken delayed on the way to puerto rico and delayed on the way back to new york, this is disgraceful"
681677256,negative,"userMentionToken that's ok...you may keep my $25 and lose my bag with no info, but you no longer have my trust. bad way to handle this."
681677257,negative,userMentionToken come on i just want to go home i can't miss another day of work stuckinmemphis texasisclosed
681677258,neutral,userMentionToken here is the photo :) urlToken
681677259,negative,userMentionToken you guys are killing me. urlToken
681677260,positive,userMentionToken aww cool! it's nice to know they are still up above my head then. one of my faves.
681677261,neutral,userMentionToken what's the status of flight 1357 out of sju?
681677262,negative,"userMentionToken would love to dm you, but my twitter app says you're not following me and i can't."
681677263,negative,"userMentionToken its not that i wasn't offered ""perks"" by userMentionToken i asked and was told, ""no."" thenewamerican"
681677264,negative,userMentionToken good care of their customers if anything happen to then take you userMentionToken for getting me back to nyc !! screw you userMentionToken
681677265,negative,userMentionToken cost me over 200 dollars because flight was cancelled flightled and couldn't even give me a food comp!! fly userMentionToken userMentionToken they take
681677266,negative,userMentionToken they will just say dumb things to beat around the bush ! if you're flight cancelled flightled be prepared for no compassion from them
681677267,neutral,userMentionToken yes to the ios. i'm running ios 8.1.3
681677268,negative,userMentionToken worst company ever please do not fly with them i repeat please do not fly !! they will not credit you if you're delayed
681677269,negative,"userMentionToken continues to win: i've never missed a flight before, but a nice little quiet gate change made it possible. sheesh."
681677270,positive,userMentionToken - keeping aa up in the air! my crew chief cousin alex espinosa in dfw! urlToken
681677271,negative,"userMentionToken lost my cats, missed their flights, kept them crated 30 hrs for a would-be 5 hr trip. you'll never touch my pets again."
681677272,negative,userMentionToken don't worry you won't steal my money again
681677273,negative,userMentionToken why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk?!
681677274,negative,userMentionToken pretty lame response to a two paged single spaced letter urlToken
681677275,negative,userMentionToken it's not what happens to us that matters...it's our response that matters. way to drop the ball aa.
681677276,negative,"userMentionToken i am looking for help on usairways award travel booked for wife and two boys, no seats assigned."
681677277,positive,userMentionToken userMentionToken we done it with 1 truck... no biggie
681677278,negative,userMentionToken and userMentionToken have put me in bad mood. i haven't been this angry since spagnuolo coached the rams
681677279,negative,userMentionToken and they cancelled flighted my flight and left me with no help to find a hotel to stay in. i slept in an airport for a night- -
681677280,negative,"userMentionToken flight 1181 out of vegas to dfw. cancelled flightled sunday and monday, no whammie today!"
681677281,positive,"userMentionToken ""airport snow removal method 22..."" keep up the good work folks, this is where cessna's become 747's! urlToken"
681677282,neutral,userMentionToken these birds could fly to south america for example argentina
681677283,negative,userMentionToken my flight 386 from jacksonville fl to dallas is showing cancelled flightled. what is going on? am i rebooked on another flight?
681677284,positive,"userMentionToken great, thanks!"
681677285,positive,userMentionToken awesome. thanks!
681677286,negative,userMentionToken my flight 386 to dallas from jacksonville fl has been cancelled flightled. no one has notified me. what's going on?
681677287,negative,userMentionToken extremely upset that your baggage handlers decide to go in my luggage and take my belongings
681677288,negative,"userMentionToken flight 65 delayed over 4 hours on 2/22, had no gf meals despite my early request, attendant seat fell on my leg badservice"
681677289,negative,"userMentionToken but, what i can always rely on when i fly usair or american is that employees will be rude and unhappy."
681677290,negative,userMentionToken robocalls me with another cancelled flightation. and then when i don t accept the change it won t let me connect to an agent. just wow.
681677291,negative,"userMentionToken said that aa does not provide in-flight wifi on the routes to china based on some federal laws, but united does, why is that?"
681677292,negative,"userMentionToken right. but more than two hours late flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
681677293,negative,userMentionToken i'm not sure what happened to my usairways status when the merger took place.
681677294,negative,userMentionToken can u help rebook passenger via twitter/dm. been on hold for 1.5 hours. thanks!
681677295,negative,"userMentionToken i'd like to apologize to the gate agent for flight aa76, i was not aware that zone 1 was after the nine other precious gems."
681677296,neutral,userMentionToken my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal?
681677297,neutral,userMentionToken origin/destination/dates are the same. going from us airways connecting flight to aa direct flight. award is saver level.
681677298,neutral,userMentionToken when will the old 777-200 fly ord-pvg get upgraded?
681677299,neutral,userMentionToken i know. just a little cold weather humor. :)
681677300,negative,userMentionToken none of the lax flights into dfw have been cancelled flightled. those landing before and after ours are fine. completely arbitrary.
681677301,negative,userMentionToken that doesn't really answer my question. maybe if i provide more details you can give me clarification...
681677302,negative,userMentionToken this delayed bag was for my friend lisa pafe. she got her bag after 3 days in costa rica. issue no updates on your system.
681677303,positive,userMentionToken thanks!
681677304,positive,userMentionToken aww thanks aa..dfw was on gma up here this am..so i understand ..btw a.a is my airline when im able to trv..love you guys. :)
681677305,positive,userMentionToken these are some awesome photos. thanks for sharing!
681677306,positive,"userMentionToken new plane, gogo, easy power for laptop, iphone, just missing a good boat-style swivel cup holder for my dietcoke happyflier"
681677307,negative,userMentionToken how about some rampers at gate b40 dfw? waiting to be marshaled in
681677308,negative,userMentionToken you cancelled flight my flight and there s no way to rebook on the website or app? i have to wait 35 minutes on hold? fail cc userMentionToken
681677309,neutral,userMentionToken i thought all those planes were retired? md80
681677310,positive,just got off the phone userMentionToken customer service. only 8 minutes to get my issue resoled. you guys are awesome.
681677311,neutral,userMentionToken thanks for the info is there a number i can call to speak to a person? it's going to take an hour to type it out
681677312,positive,"userMentionToken we are off to kax premium. hoping this flight is better food, tv now i know how to work it and service. tnx"
681677313,positive,userMentionToken userMentionToken sounds like a date!
681677314,negative,userMentionToken i'm frustrated by all of the userMentionToken attitude toward execplat members. thenewamerican
681677315,negative,userMentionToken another day another grievance with this airline. no customer service
681677316,negative,"userMentionToken you've misunderstood. userMentionToken would not do a same day flight change for me. the gate agent said, ""no."
681677317,neutral,userMentionToken flight 35. i'm on my way.
681677318,negative,userMentionToken car accident on my way to the airport. missed flight from rno to dca. trying to resched but your line has 2 hr wait
681677319,positive,userMentionToken thanks so much!
681677320,positive,"userMentionToken we hope you enjoy the winterweather and brought your warm coat and gloves, maria! yup! new beanie urlToken"
681677321,negative,userMentionToken userMentionToken what weather sun is out
681677322,negative,userMentionToken so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
681677323,negative,userMentionToken any idea on what the wait time is for refunds from userMentionToken i was told a few days over the phone - but it's well past that.
681677324,negative,userMentionToken i was happy to purchase the upgrade. if only it was avail on my next flight.
681677325,negative,userMentionToken it is now going to be reported to the police due to the sexual assult sad that you didn't care
681677326,negative,userMentionToken 4th flight rebooked to is not cancelled flighted! woo-hoo. going to make it to userMentionToken
681677327,negative,userMentionToken my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted. can you help me?
681677328,negative,userMentionToken the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour.
681677329,negative,userMentionToken i understand. but why is this the only flight of the day not going out? twice?! i'm now out of extra meds and diapers for baby.
681677330,neutral,userMentionToken i sure do. i'm running version 3.10.0
681677331,negative,userMentionToken you could train your flight attendants to have some manners and decency
681677332,negative,userMentionToken change fee = same price of new ticket... not logical
681677333,positive,userMentionToken nice to read it! thank you very much!
681677334,negative,userMentionToken we have been advised to turn this issue over to the police due to the sexual assult thank you for allowing that on your plane!
681677335,negative,userMentionToken fuck you.
681677336,negative,"userMentionToken not giving you a hard time...just looking for basic customer service after aa lost my bag. eta on it's return, please????????"
681677337,neutral,userMentionToken i bet they do! i'm sure they have some form of wear and tear on their skin. i hope they will survive the rest of the winter xxx
681677338,positive,userMentionToken userMentionToken me too!! love living so close so i always have great views!
681677339,positive,userMentionToken thanks!
681677340,negative,userMentionToken can someone contact me about my awful experience with american airlines this weekend
681677341,negative,"userMentionToken actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase"
681677342,negative,"userMentionToken your definition and mine of 10 min is vastly different. i understand the need to get off the plane for maint, but be honest."
681677343,positive,userMentionToken userMentionToken you 2 together are the best part of flying!
681677344,positive,"userMentionToken userMentionToken guys, let it go. urlToken"
681677345,negative,userMentionToken is there a way to add my aa number to an itinerary that doesn't involve sitting on hold for 1.5 hours?
681677346,positive,userMentionToken i can hardly believe it! bundle up and stay warm!
681677347,neutral,userMentionToken you're right. someone is up to something...
681677348,negative,userMentionToken the flight is not going to make the connection to mex aa2444
681677349,positive,userMentionToken thanks for sharing these photos! round of applause for your crews! we appreciate all their hard work.
681677350,neutral,userMentionToken can i get a free ticket to hawaii for being fabulous
681677351,negative,"userMentionToken 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning aa2444 and..."
681677352,neutral,"userMentionToken i want to change my flight for next week, they will still charge me. waiting for fligt status"
681677353,neutral,"userMentionToken userMentionToken that's dfw!? omg! yeah cold, everywhere!"
681677354,positive,userMentionToken great customer service thanks
681677355,neutral,"userMentionToken when flight booking problems an int'l flight online, do i have to provide a passport number when flight booking problems or just when i arrive at airport?"
681677356,neutral,userMentionToken yes they do urlToken
681677357,neutral,userMentionToken hook me up with a free trip to barbados and i will tell you the secret beaches to see
681677358,negative,"userMentionToken why did flight 1636 get cancelled flightled? waiting for a rep to rebook, but wondering if there will be other issues getting out."
681677359,negative,userMentionToken we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
681677360,neutral,userMentionToken thank you for responding so quickly to my tweets i do appreciate that.
681677361,negative,userMentionToken i am trying to change the time of a flight i already purchased and was told i have to pay a $400 change fee. ridiculous.
681677362,neutral,userMentionToken please email me at temorris2010userMentionToken willing to discuss my experience &amp; give another try would like to speak directly
681677363,negative,"userMentionToken if my flight gets cancelled flightled i should be able to reschedule to any date i want, not the next day or 2 days after"
681677364,negative,userMentionToken since you don't care about what happens to your passengers on your planes we will now be contacting the police dept
681677365,negative,userMentionToken why are userMentionToken gold forced to pay for an upgrade? open seats in 1st and not offered to gold/sapphire
681677366,neutral,userMentionToken bet these birds wish they'd flown south for the winter... urlToken lol
681677367,positive,"userMentionToken i still think american airlines is great...i would just like to be treated better. loyal customers first, right?"
681677368,positive,userMentionToken if i could fly an md80/dc10 i would be so happy i live that plane so much md80 is love md80 is life.
681677369,neutral,userMentionToken aren't you glad this isn't you userMentionToken bet these birds wish they'd flown south for the winter... urlToken
681677370,neutral,userMentionToken second pic from cdg?
681677371,neutral,userMentionToken i'm sure all these birds will be in warmer weather soon.
681677372,negative,"userMentionToken it's been 3 weeks and no reply from customer relations yet. running out of time, please help. request: 1-2888155964 thanks"
681677373,neutral,userMentionToken this is very true. another reason why we stay south in the winter months of travel urlToken
681677374,neutral,"userMentionToken would have had to fly real far south, huh? winterweather brrr"
681677375,neutral,userMentionToken um. down south has snow too atl
681677376,neutral,userMentionToken i'm sure they did. it's certainly chilly back east today!
681677377,negative,userMentionToken any reason why my 1463 flight to chicago is boarding and i still don't have a seat assignment? seriously?
681677378,negative,"userMentionToken userMentionToken if this is how your merger is going to go, you fail! huge probls w/comm on dfw storm. cxld rtrn flts. not cool!!!"
681677379,negative,userMentionToken why does it feel like i'm being nickeled and dime to enjoy a flight with aa? i purchased a tkt but have to pay extra for a seat
681677380,negative,userMentionToken flight 2559 it's been delayed every hour since 8:55 am.
681677381,neutral,userMentionToken do you still use dc9's?
681677382,positive,happy tt to my friends userMentionToken . hope the weather isn't causing you too many headaches.
681677383,neutral,"userMentionToken if i've booked an aa award on usair metal, and space opens up on aa metal, can i change to the aa flight without fees?"
681677384,positive,userMentionToken well have all day and all the time in the world
681677385,negative,userMentionToken can't unload flight 3322 because jetway is broken. steps planb? waiting nearly an hour
681677386,negative,"userMentionToken i'd love to take my seat, but it appears as though someone already has. disappointed upgrademe wtf urlToken"
681677387,neutral,"userMentionToken if i want to change my flight due to weather conditions in dallas this weekend, i should be able to cover change fee with miles"
681677388,neutral,userMentionToken are you expecting delays/cancelled flightlations at dallas on 25/26th due to the snow? nothing like monday i hope!
681677389,negative,userMentionToken just look at rdu airport. please think about the safety of your passengers. we cant get to rdu safely! urlToken
681677390,negative,userMentionToken please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?
681677391,negative,userMentionToken the flight was delayed 5 times. spent almost 40min on the tarmac. i'll reconsider my future flight options.
681677392,positive,userMentionToken oh it's nothing my issue was already resolved and i am in the air
681677393,negative,userMentionToken filled out a baggage claim over the phone last night. check the status to discover the rep confused arkansas for alaska
681677394,negative,userMentionToken i need an answer why we can't get into wichita falls.
681677395,negative,userMentionToken americanairlines says most bags left in miami have been returned following mechanical glitch &gt;&gt; urlToken
681677396,negative,userMentionToken i need refund.
681677397,negative,"userMentionToken really needs to get a a clue and start treating people like humans, not animals. americandairlinessucks"
681677398,negative,userMentionToken why is raleigh not on the updated southern states advisory???
681677399,negative,userMentionToken hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
681677400,negative,userMentionToken and it's not a inconvenience it is a disaster. it's a $500 phone bill from you that you refuse to pay
681677401,neutral,userMentionToken have your experts seen this? this is right at rdu airport. urlToken
681677402,negative,"userMentionToken stop sending me back to ""customer relations ""i have hand written a letter to them, send in a letter, called them, no help!!"
681677403,negative,userMentionToken is large wichita falls airport not receiving any arrivals? i have called and no one answers. i been waiting for 1 day
681677404,negative,userMentionToken can you tell me what that means? i work and just need an estimated time of arrival please? i need my laptop for work. thanks
681677405,negative,userMentionToken waiting an hour now for a pilot aa3688. is there a pilot in the house at dfw?
681677406,positive,userMentionToken kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
681677407,neutral,userMentionToken do you offer group pricing discounts by any chance?
681677408,neutral,userMentionToken now i understand!!
681677409,negative,userMentionToken airline trouble this winter &amp; not getting good customer service? contact urlToken we negotiate w/companies foru!
681677410,negative,"userMentionToken i guess that is your way of saying thanks for sharing but i can't help you, good luck. happy birthday to me. ugh"
681677411,negative,"userMentionToken lots of upset people, freezing terminal, and no gate agent. kept us waiting on plane beyond allowable time length."
681677412,negative,userMentionToken the pilot admitted to us that this delay is entirely because of aa incompetence and poor equip checks.
681677413,neutral,userMentionToken fly my child
681677414,negative,userMentionToken yes i am. 2495/1170. rno departure at 1229 on 2/25 w/connection at dfw to lga. i can do the 1120am to lax and then to jfk
681677415,negative,userMentionToken how are you going to compensate all of whose days/plans have been ruined because of the aa3490 delay/pending cancelled flightlation?
681677416,negative,userMentionToken lost and found is like talking to a hormonal teenager who refuses to talk to you. useless wastedeffort fail
681677417,neutral,userMentionToken oh they seem to have reappeared now lol
681677418,neutral,userMentionToken and then wanted to change it to ba for avios.
681677419,negative,userMentionToken oh that seems to have undone the seat selections in mce. we only wanted the cx card on there to select the free seats
681677420,negative,"userMentionToken to announce during boarding that you chose to limit catering to the point that you will run out shows a lack of planning, imo."
681677421,positive,userMentionToken thanks for the quick response - it's appreciated!
681677422,neutral,userMentionToken thank you for responding...my laptop is in my bag and i need it for work. i am worried. the file code is utevgw.
681677423,negative,userMentionToken guess that's what i get for bragging on you. i fly you by choice unlike others who fly because they don't have other options js
681677424,positive,userMentionToken thanks for the update
681677425,negative,userMentionToken thanks for finally letting me get through to book my flight. frustration set in... donedeal talktoahuman
681677426,negative,userMentionToken i guess i was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked
681677427,negative,"yes, and it gets disconnected due to the lack of wifi strength userMentionToken userMentionToken have you reached out to userMentionToken for help, david?"
681677428,negative,"userMentionToken the communications seems to be an issue too, no?"
681677429,neutral,userMentionToken hi guys.i have 2/25 rno-dfw tomorrow.plane coming from dfw with bad weather in am.should i consider f -route as i have connect?
681677430,neutral,"userMentionToken traveling with my infant: do you check the carseat for free? if so, do you provide a bag? someone told me but wanted to confirm"
681677431,negative,userMentionToken now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???
681677432,negative,userMentionToken dm me and i can explain the whole story. i should have been on an earlier flight not us1937
681677433,positive,userMentionToken lets hope it stays that way.big thanks to your ground/outside crews all across the us the last month. great fb post yesterday.
681677434,negative,userMentionToken hello...my baggage has been lost in another city. can anyone help me with this?
681677435,positive,userMentionToken my boss is :)
681677436,negative,"userMentionToken sitting on plane in columbus, supposed to leave an hour ago. now the mechanic can't find a tool to service the shock absorber."
681677437,neutral,"userMentionToken not here yet, but i plan on it. if you could have them fly low and slow right in front of me, that would be great. :)"
681677438,neutral,userMentionToken forgot to select my ksml on my flight to la and it's a few minutes under the 24 hour mark. is there any way to change it?
681677439,negative,userMentionToken i picked the nonstop flight bc i had things to get to. should ve taken diff route or airline i suppose!
681677440,positive,userMentionToken your response has been incredible. truly amazed at the steps you have taken to enhance your customer relations. big thank you
681677441,neutral,userMentionToken i'll dm you.
681677442,negative,"userMentionToken yes, talked to them. fll says is at central. central says is at fll and here we go again. i'm betting this will go 6 mths"
681677443,negative,userMentionToken but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel. cycle
681677444,negative,userMentionToken is there lack of communication/competition between the american and the air by any chance?
681677445,neutral,"userMentionToken i can dm it to you, if you follow me"
681677446,negative,"userMentionToken no, had already waited an hour for it and wanted to get home."
681677447,negative,"userMentionToken 4285. apparently we re told, staff on the ground keep promising to come and they don t."
681677448,negative,userMentionToken over 70 days no contact from a human or apology letter. userMentionToken is yucki. read all about it soon urlToken
681677449,negative,userMentionToken well i'm showing i am still sitting at the gate on the plane that has not departed?
681677450,positive,userMentionToken thanks guys got some sleep. hang in there dfw with bad weather.
681677451,negative,userMentionToken my ticket was booked with aa with miles . . . . . sorry we sold you a ticket with a company we merged with but we can't fix it?
681677452,negative,"userMentionToken is it possible to change the ff number on a passenger on a flight booking problems, it won't let me change it?"
681677453,positive,userMentionToken great thank you
681677454,negative,"userMentionToken here. feet are freezing b/c doors have been open. flt time was 8:30. we have fuel but now waiting for ""rampers"" aa4285"
681677455,negative,"userMentionToken just got a call from baggage dept. ""...still looking for your property"". it's went missing 1/28. prerecorded no human service!!"
681677456,neutral,userMentionToken help urlToken
